1	50	626.8415665700886
1	100	2898.425366286874
1	150	7680.585448723541
1	200	16306.600707509795
1	250	29583.59817828004
1	300	46320.41523091169
1	350	67073.61615831392
1	400	91049.90636238205
1	450	120344.76354866523
1	500	153875.94152897832
1	550	191790.50544675332
1	600	233802.61295987433
1	650	282541.69033872895
1	700	334735.4837093275
1	750	394158.31101115176
1	800	456659.6916700086
1	850	525099.7650084018
1	900	601772.5916166934
1	950	684931.3353013162
1	1000	771297.1857305076
1	1050	866611.0530852595
1	1100	970823.9986516141
1	1150	1079812.8465182425
1	1200	1194843.2373663734
1	1250	1319690.2117408463
1	1300	1450068.2038806332
1	1350	1592223.4639152489
1	1400	1740631.3264751171
1	1450	1894499.6131535377
1	1500	2057141.8685537819
1	1550	2235180.9737580568
1	1600	2417360.0379421595
1	1650	2602553.24168365
1	1700	2809243.536324566
1	1750	3018472.7363366107
1	1800	3236814.785471327
1	1850	NULL
1	1900	3706984.623559809
1	1950	3964658.7005057484
6	50	168.23643271212134
6	100	529.2221591693299
6	150	1327.3972120496303
6	200	2724.726803178451
6	250	5453.2067883791915
6	300	7702.615478831386
6	350	11149.677029839746
6	400	15177.844321705412
6	450	20047.50555441235
6	500	25625.547625681575
6	550	31929.242908337565
6	600	38965.88742681065
6	650	46903.758274299355
6	700	55869.35735965792
6	750	65335.92995499459
6	800	76209.93201425206
6	850	87683.95332709886
6	900	100271.71161210333
6	950	114030.05252158515
6	1000	128969.96723524736
6	1050	146122.3513045718
6	1100	161572.31667265663
6	1150	179918.4553375607
6	1200	198952.51239891237
6	1250	220356.8074415682
6	1300	243535.62835924161
6	1350	266291.8137155313
6	1400	NULL
6	1450	315932.83911559917
6	1500	342847.702612889
6	1550	NULL
6	1600	402951.6373496647
6	1650	433841.1574744916
6	1700	467703.3615871397
6	1750	503169.40584139945
6	1800	540197.9578110257
6	1850	578677.5157972953
6	1900	618410.953052647
6	1950	660276.2314443504
11	50	114.96983222123448
11	100	333.23572691408157
11	150	771.868792243632
11	200	1518.6275744595232
11	250	2807.1677203611016
11	300	4173.163264551447
11	350	6013.264451528599
11	400	8280.341310521344
11	450	10899.432195292044
11	500	14160.352685838863
11	550	17630.755987846816
11	600	21385.722937728446
11	650	25467.548276334262
11	700	30429.67914816888
11	750	35814.22942949236
11	800	41455.218336369755
11	850	48043.5861134093
11	900	54673.00567040462
11	950	62150.81205743411
11	1000	70198.04533453178
11	1050	78803.14033256775
11	1100	88136.66432444414
11	1150	97898.29471637614
11	1200	108750.49574905615
11	1250	120052.73588118464
11	1300	132448.68746574674
11	1350	144439.25323113584
11	1400	158332.24592038608
11	1450	172476.21482586014
11	1500	187371.4004382725
11	1550	NULL
11	1600	219435.69295921538
11	1650	237123.85610909853
11	1700	255704.44580599634
11	1750	274493.67295599385
11	1800	294386.7418710246
11	1850	315342.31132041436
11	1900	337463.8918103363
11	1950	NULL
16	50	110.85071408428666
16	100	236.41842115362905
16	150	551.5656601523966
16	200	1068.8737515799594
16	250	1787.4455476745854
16	300	2876.610164656532
16	350	4175.064096740846
16	400	5714.097581078583
16	450	7491.914007708368
16	500	9560.598729434434
16	550	11911.820498394884
16	600	14817.763906478538
16	650	17575.787537377346
16	700	20878.551425463513
16	750	24509.82385835824
16	800	28409.167036429742
16	850	32905.67475096984
16	900	37466.51399478396
16	950	42717.61791400661
16	1000	48291.6511105996
16	1050	54133.120695757636
16	1100	60604.7794365603
16	1150	67284.19061130159
16	1200	74742.37493947828
16	1250	82464.63892050895
16	1300	90689.55142309736
16	1350	99485.33333853961
16	1400	108877.13050052125
16	1450	NULL
16	1500	128874.60622328121
16	1550	NULL
16	1600	151047.78467319917
16	1650	162717.206643104
16	1700	175552.2312731315
16	1750	188607.39944991158
16	1800	202485.29558684412
16	1850	NULL
16	1900	231729.4871200407
16	1950	NULL
21	50	91.7306343771838
21	100	199.06389277885262
21	150	437.27226133930924
21	200	822.4167120600245
21	250	1363.5446879416186
21	300	2171.247659053439
21	350	3198.0136609883816
21	400	4311.560929758284
21	450	5738.51726819846
21	500	7287.464065254306
21	550	9158.07916404641
21	600	11110.613578103956
21	650	13403.648803681426
21	700	15897.55224683449
21	750	18655.961700740972
21	800	21815.464766743833
21	850	24970.65575810885
21	900	NULL
21	950	32571.483592009237
21	1000	36782.16510290508
21	1050	41274.48150292914
21	1100	46095.16869607006
21	1150	51295.395039468
21	1200	56837.83038012413
21	1250	62907.64192665677
21	1300	69035.38754938463
21	1350	75665.19354530735
21	1400	82538.34712830812
21	1450	90190.00300421017
21	1500	NULL
21	1550	106319.17384827136
21	1600	NULL
21	1650	124189.26460165344
21	1700	NULL
21	1750	NULL
21	1800	154161.8022749553
21	1850	165215.4911205163
21	1900	176473.31272063675
21	1950	NULL
26	50	91.36969924663705
26	100	189.15694692110077
26	150	359.91223364142206
26	200	756.1327567586943
26	250	1107.090598027393
26	300	1722.7384201802759
26	350	2541.047290306861
26	400	3497.9313440419583
26	450	4606.101321344635
26	500	5893.538141075004
26	550	7321.516229032939
26	600	9148.687931725257
26	650	10837.817677079054
26	700	12866.60210755642
26	750	15085.356088901563
26	800	17645.69181481361
26	850	NULL
26	900	NULL
26	950	26330.216452449666
26	1000	29681.571080306512
26	1050	33338.583288372145
26	1100	37239.436688407535
26	1150	41550.14168331045
26	1200	NULL
26	1250	50694.37714358911
26	1300	55832.38065331245
26	1350	61182.19420554043
26	1400	66828.15372487988
26	1450	NULL
26	1500	79256.59169755506
26	1550	85949.73750015146
26	1600	92834.86990273444
26	1650	100402.97581809048
26	1700	NULL
26	1750	116105.39767527067
26	1800	124606.58340885067
26	1850	133360.86705129372
26	1900	NULL
26	1950	152295.97796267638
31	50	92.88054330595008
31	100	164.28575608109864
31	150	313.4104787862436
31	200	757.3971233089385
31	250	952.4808195028679
31	300	1570.2985498156966
31	350	2110.18907266041
31	400	2957.3321814171113
31	450	3828.739607154157
31	500	NULL
31	550	6266.979721389095
31	600	7550.66633033327
31	650	NULL
31	700	10737.653892694809
31	750	12706.343171540791
31	800	14865.698401512176
31	850	17176.259222547917
31	900	19583.923522884532
31	950	22098.306907992188
31	1000	24915.449808300928
